-4.247057744586735240e+00, -1.986519743287087358e+00, -2.480387646686390113e+00, -4.650741649478997708e+00, -4.692420078466113864e+00, -1.254444495360585998e+00, 4.801522360322412197e-01, 1.933702068411376818e+00, -7.915894699079592201e+00, 4.517899375547458352e-01, 4.908232100900734807e+00, 2.045782079465776171e+00, 6.602927949194826951e+00, -2.025867114297597027e-02, -3.293366951095295647e-01, 8.897598043630860695e-03, -2.567506149947776928e-01, 1.506653148291516031e-01, 1.017937429853182252e+00, 2.328461402946794823e-01, -9.379677071293421875e-01, 6.572637303458155333e-01, 1.895696472408142430e+00, -8.927900110547521972e-01, 1.582147472623459006e+00, 6.963199871243215267e-01, 4.032933404227465740e-02, 4.916242178368318734e-03, -2.733269719397495301e-01, -1.498784081246355149e-01, -1.439943561835569930e-01, -1.532190825209361618e-01, -7.896983536460258635e-02, 9.264352486915730656e-02, -2.040217742097532871e-01, -4.418076093681709837e-01, -1.498385269442752687e-01, -4.083040760706533878e-01, -5.496501624157736909e-01
-4.442335169810763595e+00, -3.183453165464777079e+00, -2.469019282168724239e+00, -4.758222074594891993e+00, -4.182220503435502224e+00, -9.918583879576381435e-01, 5.108604291301332978e-01, -6.241102238378855027e-01, -4.227971261171358464e+00, 7.215502628559612219e+00, 4.229236680460289222e+00, 3.514940022382070595e+00, 7.416648022134186391e+00, -1.728206889886418907e-02, -5.496401443779027618e-01, -4.811601349976107334e-01, -1.100216658685551296e+00, -2.919051219460831459e-01, 1.138279951546801394e+00, 1.039456308436134818e-01, -4.651597947102812936e-01, 5.185438218534657029e-01, 1.188841854271232013e+00, -1.279212171436920453e+00, 1.406779553513008540e+00, -9.903958315463352868e-02, 2.722295815603948954e-01, 4.139788356401680747e-01, -5.555403907853013745e-01, 4.301053669094639931e-01, -4.988797634484729016e-02, -4.871319864209799344e-01, -2.702333533039017466e-01, 1.495113905872924032e-01, -2.999279584407915644e-01, -9.731377009842653303e-01, -4.760058632668807133e-01, -9.990637183939323762e-01, -1.034443337436400823e+00
-4.250712387689601357e+00, -3.034736507745890322e+00, -2.441583838727068745e+00, -5.880754511894939363e+00, -4.194193291835661697e+00, 3.703949600203851666e+00, 1.629028840956692648e+00, -1.477230321110702516e+00, -6.473537766304632513e+00, 6.548415954093025348e+00, 7.837797558471966131e-01, 9.221940471124923988e+00, 9.677667848346754198e+00, 1.798996979463414192e-01, -1.946037595835013734e-01, -1.112708395134496042e+00, -5.844096337725683821e-01, -3.480212477010159455e-01, 1.916707564016918719e-01, -9.755278180280040068e-02, -7.111540389930860462e-01, -2.934851864567761259e-01, 4.008573463574283124e-02, -1.448771565585044385e+00, -3.716889481745827561e-01, -1.654251039815069602e+00, 5.564582156737429841e-01, 8.414848278692865780e-01, -7.630079268541166693e-01, 1.107837030169872783e+00, 1.703924979521476979e-01, -7.638313355587172948e-01, -2.789804820703092325e-01, 7.152403824411261712e-02, -3.900044537354473428e-01, -1.107788923856327656e+00, -7.781833872172482236e-01, -1.274193706279328486e+00, -1.251752075538497655e+00
-4.331640767529623126e+00, -4.210612082947199575e+00, -4.905590225654104408e+00, -9.536818511698783141e+00, -6.401059081511755622e+00, 1.957758214591201806e+00, 4.254420877880829011e-01, 1.313369289621010072e+00, -6.044354056199743752e+00, 3.347686200641765808e+00, 5.743974162429017483e-01, 5.491600651201244965e+00, 4.570360083845694810e+00, 1.240810052114339701e+00, 1.673191015328296727e+00, -2.208001359293812360e+00, 2.057605728941437562e+00, 1.505687143699988850e-01, -1.004589165525972216e+00, -9.531211651760891357e-01, -3.038175882610082423e-01, -3.670016034568465702e-01, -2.042186663626984533e+00, -2.994828550124009503e+00, -2.436252908947182494e+00, -3.300611186587986801e+00, 5.636128026537832181e-01, 9.605087820015301148e-01, -4.167035665406063627e-01, 1.208493411294623288e+00, 4.494201023542490070e-01, -4.562277694877835965e-01, 7.960255682597395122e-04, 5.876155207720943491e-02, -2.152135815841781930e-01, -6.515868416610935965e-01, -5.634100416849602277e-01, -7.310287061240579032e-01, -4.105598551046384381e-01
-3.402906455995598378e+00, -2.445959082463383005e+00, -6.825644150616180461e+00, -5.183491599789894266e+00, -5.323107027933066782e+00, -1.770899014626546419e+00, 3.509749768926440083e-02, -2.590807883283501312e+00, -8.475129233849280297e+00, 2.586126824692382975e+00, -5.082060949157938268e-01, -8.009929758167249059e-01, -2.451832807362750444e-01, 2.132986346719136783e+00, 2.766671864383803747e+00, -2.942721424078851289e+00, 3.703523342041092015e+00, 7.813908864318490632e-01, -1.729784689404017417e+00, -6.335228720470154062e-01, -6.610186191334156414e-01, -8.499858256762650166e-01, -2.027733887924387801e+00, -3.925898757797448901e+00, -2.867304827543088130e+00, -3.961654588851490466e+00, 1.176066320824647182e-01, 4.108129339489394738e-01, 4.462717892601743008e-01, 3.319946724909927371e-01, 2.291469759295956532e-01, 3.179656005258505447e-01, 4.731964327529613601e-01, 5.393825144885452394e-01, 3.213550346866805851e-01, 2.687925047327107686e-01, 1.700997225496566900e-01, 2.113334893652300539e-01, 6.391523440933637445e-01
1.337812124913932976e+00, 4.888113198535452675e+00, -1.131699592269322885e+01, 5.181175114059772824e+00, -2.864920063536805284e+00, -3.277379908172300738e+00, -3.457779725116598257e+00, -1.586409384056527205e+00, -5.062183544683267478e+00, -1.014286124874990147e+00, -1.009891314477826185e+01, -3.654857798883016429e+00, -4.124982346264231658e+00, 1.824238619983654441e+00, 2.772265953646095404e+00, -1.649671453228464868e+00, 2.798283909880735276e+00, 1.390489322758729385e+00, -1.821311729892620690e-01, 3.759108038070196889e-01, -1.964197442540693284e-01, -2.792737664576808720e-01, -1.035182542754170765e+00, -2.857698783755519223e+00, -1.000556037423028455e+00, -9.981370841596153287e-01, -6.317294253564449402e-01, -6.969449761433770263e-01, 1.332389682940671616e+00, -1.046057774411465857e+00, -1.562432781677456917e-01, 9.741884841909005388e-01, 9.220578817539830663e-01, 7.867774356502658106e-01, 6.022394511070086054e-01, 1.412725367694675160e+00, 1.547655937655607383e+00, 7.619196157537307945e-01, 1.059642737460268380e+00
3.579492899684304064e+00, 6.249260173431801846e+00, -1.394948811060176297e+01, 5.277865385431240952e+00, -2.055308368663891105e+00, -2.327404785434482815e+00, 4.030253871739564175e-01, -3.332434079939011973e+00, -1.121455215044419518e+01, -1.409267322770536346e+00, -1.350905875262946410e+01, -5.413544415483848571e-01, -5.782933880855734010e+00, 4.762185744240076124e-01, 1.309923441002296407e+00, 8.394855981337021600e-01, 7.052246382127463908e-01, 1.777533277525971955e-01, 1.370269762762589716e+00, 1.603913397470452029e+00, 1.932059611446170777e+00, 1.269426068477044200e+00, 8.805461978628897901e-01, -6.668378360210061029e-01, -3.286993711050936046e-02, 3.902736294375636072e-01, -1.026081915567650160e+00, -1.333210426397377191e+00, 1.506540893219727950e+00, -1.506343646791127311e+00, -3.023707263536368206e-01, 8.689850563843674047e-01, 3.693768579639029603e-01, 5.476340095614923298e-01, 7.414812622830575517e-01, 1.701196646752018093e+00, 2.220666908299480991e+00, 6.572529514174636489e-01, 7.674141887596013234e-01
1.298352654548697416e+00, 5.303108057335685466e+00, -9.592025511803637272e+00, -7.760774549056743687e-01, -1.082511797352696536e+00, 1.325355235048859548e+00, 2.121032162080835448e+00, 7.020836666784187052e-01, -6.071011430190690561e+00, 1.694705606023718669e-01, -7.213670173677861008e+00, 3.590011969519320001e-01, 2.348549963107346539e+00, -1.089453188520320914e+00, -1.083159653697834957e+00, 2.562843544303269994e+00, -1.673533791201719634e+00, -3.288288971291036811e-01, 2.316326029345226800e+00, 2.538450108835092145e+00, 2.333530474700527879e+00, 1.584489705001542070e+00, 3.567300131952752196e+00, 3.113920677265805459e+00, -4.387227539481761834e-02, -1.783616084311718808e-01, -7.630822889320540980e-01, -1.211675885906548844e+00, 7.044228471772333577e-01, -1.129585472660818102e+00, -3.739633443306338845e-01, 5.061276915164091006e-02, -3.736868137220596409e-01, 9.829540809677930757e-02, 2.587878095226376907e-01, 9.598557063172563630e-01, 1.478222219612297383e+00, 1.579346619526106332e-01, 4.666110748082215320e-02
-1.002083848692942425e+00, 3.896160693147982634e+00, -3.490701365392465227e+00, 1.321257875756561617e+00, -5.325544522262134706e+00, 2.779082227575822017e+00, 5.265258541442807250e+00, 5.925243648579879618e+00, -1.623584948710347531e+00, 6.396979471268151585e+00, -5.285016760571024541e+00, -2.972272159286745818e+00, -1.530581288234245996e+00, -1.540577326867126562e+00, -1.971667463931118025e+00, 2.483725543253920698e+00, -1.592286041373317307e+00, 1.291963646075816041e-01, 1.365911991350575061e+00, 1.320917652584633062e-01, 8.121763191967478202e-01, 1.925538750009411659e+00, 4.177008008482240520e+00, 4.191626053189294154e+00, -5.938195146987537004e-02, -5.344713829177052400e-01, -2.070678384534359873e-01, -5.693778050483819797e-01, -2.550999433358814850e-01, -5.505891702500721463e-01, -2.815927325569603790e-01, -7.219880733450233512e-01, -8.751190707684305403e-01, -5.204753952430692943e-01, -1.561529675817325824e-01, -4.151670860049456735e-01, 1.143155526153207813e-01, -4.124746952885378209e-02, 2.263221570632142909e-01
-1.818665443499048351e+00, 6.488646701881872758e-01, -3.732171573781529084e+00, -1.208190087111486566e+00, -2.873946472383202000e+00, 5.751006732048681513e+00, 6.803354241924436607e+00, 5.452404125186665951e+00, -1.935218620542481283e+00, 1.291909113786942598e+01, 1.358669245521545221e+00, -2.658760316987923922e+00, -7.142966684730835958e+00, -9.827748740310490172e-01, -1.645318023419941156e+00, 1.050322810097592319e+00, -1.700888113630323772e+00, -4.550489173219322003e-01, 7.311155847494980875e-02, -7.566124486972840568e-01, 8.549989423545387712e-01, 6.866089403893237408e-01, 2.115865083522435519e+00, 2.104180369700817455e+00, -1.976267204802922561e-01, -3.024590405778702085e-01, 2.050319334137553073e-01, 2.067441594449378195e-01, -5.666188174348505413e-01, 3.936561240571756493e-02, -5.724719986475957922e-01, -1.057189190839802784e+00, -8.797422063718812746e-01, -5.493752098785309457e-01, -1.894929405971549630e-01, -1.737075090572961500e+00, -1.231928827464201737e+00, -2.749755173906160907e-02, 8.217979010445631838e-01
